GHCN identifier,Station_name,Latitude,Longitude,Elevation,yearmonth,Precipitation_value,Measurement_flag,Quality_control_flag,Source_flag,Source_index
ASN00003098,                  "MOUNT HOUSE AIRSTRIP", -17.0549,  125.7108,   270.0,200210,    32,B, ,D,000530
ASN00003098,                  "MOUNT HOUSE AIRSTRIP", -17.0549,  125.7108,   270.0,200211,   768, , ,D,000530
ASN00003098,                  "MOUNT HOUSE AIRSTRIP", -17.0549,  125.7108,   270.0,200212,  1652, , ,D,000530
ASN00003098,                  "MOUNT HOUSE AIRSTRIP", -17.0549,  125.7108,   270.0,200301,   878, , ,D,000530
ASN00003098,                  "MOUNT HOUSE AIRSTRIP", -17.0549,  125.7108,   270.0,200302,  1946, , ,D,000530
ASN00003098,                  "MOUNT HOUSE AIRSTRIP", -17.0549,  125.7108,   270.0,200303,   326, , ,D,000530
ASN00003098,                  "MOUNT HOUSE AIRSTRIP", -17.0549,  125.7108,   270.0,200304,   496, , ,D,000530
ASN00003098,                  "MOUNT HOUSE AIRSTRIP", -17.0549,  125.7108,   270.0,200305,     0, , ,D,000530
ASN00003098,                  "MOUNT HOUSE AIRSTRIP", -17.0549,  125.7108,   270.0,200306,     0, , ,D,000530
ASN00003098,                  "MOUNT HOUSE AIRSTRIP", -17.0549,  125.7108,   270.0,200307,     0, , ,D,000530
ASN00003098,                  "MOUNT HOUSE AIRSTRIP", -17.0549,  125.7108,   270.0,200308,     0, , ,D,000530
ASN00003098,                  "MOUNT HOUSE AIRSTRIP", -17.0549,  125.7108,   270.0,200309,     2, , ,D,000530
ASN00003098,                  "MOUNT HOUSE AIRSTRIP", -17.0549,  125.7108,   270.0,200310,    46,A, ,D,000530
ASN00003098,                  "MOUNT HOUSE AIRSTRIP", -17.0549,  125.7108,   270.0,200311,   190, , ,D,000530
ASN00003098,                  "MOUNT HOUSE AIRSTRIP", -17.0549,  125.7108,   270.0,200312,  2306, , ,D,000530
ASN00003098,                  "MOUNT HOUSE AIRSTRIP", -17.0549,  125.7108,   270.0,200401,  1936, , ,D,000530
ASN00003098,                  "MOUNT HOUSE AIRSTRIP", -17.0549,  125.7108,   270.0,200402,  2650, , ,D,000530
ASN00003098,                  "MOUNT HOUSE AIRSTRIP", -17.0549,  125.7108,   270.0,200403,  2104, , ,D,000530
