GHCN identifier,Station_name,Latitude,Longitude,Elevation,yearmonth,Precipitation_value,Measurement_flag,Quality_control_flag,Source_flag,Source_index
ARM00087784,                           "SAN ANTONIO", -40.7300,  -64.9500,     7.0,192901,    75, , ,R,078724
ARM00087784,                           "SAN ANTONIO", -40.7300,  -64.9500,     7.0,192902,   105, , ,R,078724
ARM00087784,                           "SAN ANTONIO", -40.7300,  -64.9500,     7.0,192903,     0, , ,R,078724
ARM00087784,                           "SAN ANTONIO", -40.7300,  -64.9500,     7.0,192904,     5, , ,R,078724
ARM00087784,                           "SAN ANTONIO", -40.7300,  -64.9500,     7.0,192905,   310, , ,R,078724
ARM00087784,                           "SAN ANTONIO", -40.7300,  -64.9500,     7.0,192906,   200, , ,R,078724
ARM00087784,                           "SAN ANTONIO", -40.7300,  -64.9500,     7.0,192907,     0, , ,R,078724
ARM00087784,                           "SAN ANTONIO", -40.7300,  -64.9500,     7.0,192908,     0, , ,R,078724
ARM00087784,                           "SAN ANTONIO", -40.7300,  -64.9500,     7.0,192909,    10, , ,R,078724
ARM00087784,                           "SAN ANTONIO", -40.7300,  -64.9500,     7.0,192910,   385, , ,R,078724
ARM00087784,                           "SAN ANTONIO", -40.7300,  -64.9500,     7.0,192911,   160, , ,R,078724
ARM00087784,                           "SAN ANTONIO", -40.7300,  -64.9500,     7.0,192912,     0, , ,R,078724
ARM00087784,                           "SAN ANTONIO", -40.7300,  -64.9500,     7.0,193001,   120, , ,R,078724
ARM00087784,                           "SAN ANTONIO", -40.7300,  -64.9500,     7.0,193002,   470, , ,R,078724
ARM00087784,                           "SAN ANTONIO", -40.7300,  -64.9500,     7.0,193003,     0, , ,R,078724
ARM00087784,                           "SAN ANTONIO", -40.7300,  -64.9500,     7.0,193004,     0, , ,R,078724
ARM00087784,                           "SAN ANTONIO", -40.7300,  -64.9500,     7.0,193005,   165, , ,R,078724
ARM00087784,                           "SAN ANTONIO", -40.7300,  -64.9500,     7.0,193006,    35, , ,R,078724
ARM00087784,                           "SAN ANTONIO", -40.7300,  -64.9500,     7.0,193007,   360, , ,R,078724
ARM00087784,                           "SAN ANTONIO", -40.7300,  -64.9500,     7.0,193008,   168, , ,R,078724
ARM00087784,                           "SAN ANTONIO", -40.7300,  -64.9500,     7.0,193009,   157, , ,R,078724
ARM00087784,                           "SAN ANTONIO", -40.7300,  -64.9500,     7.0,193010,    92, , ,R,078724
ARM00087784,                           "SAN ANTONIO", -40.7300,  -64.9500,     7.0,193011,   349, , ,R,078724
ARM00087784,                           "SAN ANTONIO", -40.7300,  -64.9500,     7.0,193012,   551, , ,R,078724
ARM00087784,                   "S.ANTONIO OESTE AER", -40.7000,  -65.0000,     7.0,193101,   430, , ,R,078720
ARM00087784,                   "S.ANTONIO OESTE AER", -40.7000,  -65.0000,     7.0,193102,   210, , ,R,078720
ARM00087784,                   "S.ANTONIO OESTE AER", -40.7000,  -65.0000,     7.0,193103,   190, , ,R,078720
ARM00087784,                   "S.ANTONIO OESTE AER", -40.7000,  -65.0000,     7.0,193104,   220, , ,R,078720
ARM00087784,                   "S.ANTONIO OESTE AER", -40.7000,  -65.0000,     7.0,193105,    60, , ,R,078720
ARM00087784,                   "S.ANTONIO OESTE AER", -40.7000,  -65.0000,     7.0,193106,    40, , ,R,078720
ARM00087784,                   "S.ANTONIO OESTE AER", -40.7000,  -65.0000,     7.0,193107,   900, , ,R,078720
ARM00087784,                   "S.ANTONIO OESTE AER", -40.7000,  -65.0000,     7.0,193108,   480, , ,R,078720
