GHCN identifier,Station_name,Latitude,Longitude,Elevation,yearmonth,Precipitation_value,Measurement_flag,Quality_control_flag,Source_flag,Source_index
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193101,   900, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193102,   900, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193103,    60, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193104,   490, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193105,    60, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193106,     0, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193107,     0, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193108,    40, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193109,     0, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193110,  1630, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193111,   670, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193112,  1150, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193201,   820, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193202,  2630, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193203,  1740, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193204,   620, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193205,   190, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193206,     0, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193207,     0, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193208,     0, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193209,     0, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193210,   120, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193211,   270, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193212,  1710, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193301,   410, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193302,  1210, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193303,   830, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193304,  1510, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193305,   410, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193306,     0, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193307,     0, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193308,     0, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193309,    40, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193310,   380, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193311,   570, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193312,   880, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193401,  1180, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193402,   960, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193403,   980, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193404,   100, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193405,    10, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193406,     0, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193407,    10, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193408,     0, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193409,   250, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193410,   240, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193411,   740, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193412,  1250, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193501,   380, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193502,   310, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193503,   650, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193504,   730, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193505,    70, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193506,   100, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193507,     0, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193508,    20, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193509,     0, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193510,   210, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193511,  1320, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193512,  1020, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193601,   870, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193602,   660, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193603,    60, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193604,    10, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193605,    20, , ,R,078369
AR000087065,                             "RIVADAVIA", -24.2000,  -62.9000,   205.0,193606,     0, , ,R,078369
