GHCN identifier,Station_name,Latitude,Longitude,Elevation,yearmonth,Precipitation_value,Measurement_flag,Quality_control_flag,Source_flag,Source_index
ASN00006069,                         "MOUNT NARRYER", -26.5903,  115.9267,   300.0,190001,     0, ,K,D,000789
ASN00006069,                         "MOUNT NARRYER", -26.5903,  115.9267,   300.0,190010,     0, ,K,D,000789
ASN00006069,                         "MOUNT NARRYER", -26.5903,  115.9267,   300.0,190011,     0, ,K,D,000789
ASN00006069,                         "MOUNT NARRYER", -26.5903,  115.9267,   300.0,190101,     0, ,K,D,000789
ASN00006069,                         "MOUNT NARRYER", -26.5903,  115.9267,   300.0,190102,     0, ,K,D,000789
ASN00006069,                         "MOUNT NARRYER", -26.5903,  115.9267,   300.0,190104,     0, ,K,D,000789
ASN00006069,                         "MOUNT NARRYER", -26.5903,  115.9267,   300.0,190108,     0, ,K,D,000789
ASN00006069,                         "MOUNT NARRYER", -26.5903,  115.9267,   300.0,190109,     0, ,K,D,000789
ASN00006069,                         "MOUNT NARRYER", -26.5903,  115.9267,   300.0,190110,     0, ,K,D,000789
ASN00006069,                         "MOUNT NARRYER", -26.5903,  115.9267,   300.0,190111,     0, ,K,D,000789
ASN00006069,                         "MOUNT NARRYER", -26.5903,  115.9267,   300.0,190112,     0, ,K,D,000789
ASN00006069,                         "MOUNT NARRYER", -26.5903,  115.9267,   300.0,190203,     0, ,K,D,000789
ASN00006069,                         "MOUNT NARRYER", -26.5903,  115.9267,   300.0,190204,     0, ,K,D,000789
ASN00006069,                         "MOUNT NARRYER", -26.5903,  115.9267,   300.0,190211,     0, ,K,D,000789
ASN00006069,                         "MOUNT NARRYER", -26.5903,  115.9267,   300.0,190212,     0, ,K,D,000789
ASN00006069,                         "MOUNT NARRYER", -26.5903,  115.9267,   300.0,190302,     0, ,K,D,000789
ASN00006069,                         "MOUNT NARRYER", -26.5903,  115.9267,   300.0,190303,     0, ,K,D,000789
ASN00006069,                         "MOUNT NARRYER", -26.5903,  115.9267,   300.0,190311,     0, ,K,D,000789
ASN00006069,                         "MOUNT NARRYER", -26.5903,  115.9267,   300.0,190312,     0, ,K,D,000789
ASN00006069,                         "MOUNT NARRYER", -26.5903,  115.9267,   300.0,190401,     0, ,K,D,000789
ASN00006069,                         "MOUNT NARRYER", -26.5903,  115.9267,   300.0,190402,     0, ,K,D,000789
