GHCN identifier,Station_name,Latitude,Longitude,Elevation,yearmonth,Precipitation_value,Measurement_flag,Quality_control_flag,Source_flag,Source_index
AJ000037756,                                "MARAZA",  40.5330,   48.9330,   755.0,195501,   157, , ,D,000112
AJ000037756,                                "MARAZA",  40.5330,   48.9330,   755.0,195502,   237, , ,D,000112
AJ000037756,                                "MARAZA",  40.5330,   48.9330,   755.0,195503,   449, , ,D,000112
AJ000037756,                                "MARAZA",  40.5330,   48.9330,   755.0,195504,   232, , ,D,000112
AJ000037756,                                "MARAZA",  40.5330,   48.9330,   755.0,195505,   179, , ,D,000112
AJ000037756,                                "MARAZA",  40.5330,   48.9330,   755.0,195506,   264, , ,D,000112
AJ000037756,                                "MARAZA",  40.5330,   48.9330,   755.0,195507,   489, , ,D,000112
AJ000037756,                                "MARAZA",  40.5330,   48.9330,   755.0,195508,   145, , ,D,000112
AJ000037756,                                "MARAZA",  40.5330,   48.9330,   755.0,195509,   529, , ,D,000112
AJ000037756,                                "MARAZA",  40.5330,   48.9330,   755.0,195510,   322, , ,D,000112
AJ000037756,                                "MARAZA",  40.5330,   48.9330,   755.0,195511,   905, , ,D,000112
AJ000037756,                                "MARAZA",  40.5330,   48.9330,   755.0,195512,   242,B, ,D,000112
AJ000037756,                                "MARAZA",  40.5330,   48.9330,   755.0,195601,   179, , ,D,000112
AJ000037756,                                "MARAZA",  40.5330,   48.9330,   755.0,195602,   355, , ,D,000112
AJ000037756,                                "MARAZA",  40.5330,   48.9330,   755.0,195603,   607, , ,D,000112
AJ000037756,                                "MARAZA",  40.5330,   48.9330,   755.0,195604,   473, , ,D,000112
AJ000037756,                                "MARAZA",  40.5330,   48.9330,   755.0,195605,   867, , ,D,000112
AJ000037756,                                "MARAZA",  40.5330,   48.9330,   755.0,195606,    42, , ,D,000112
AJ000037756,                                "MARAZA",  40.5330,   48.9330,   755.0,195607,    52, , ,D,000112
AJ000037756,                                "MARAZA",  40.5330,   48.9330,   755.0,195608,    32,A, ,D,000112
AJ000037756,                                "MARAZA",  40.5330,   48.9330,   755.0,195609,   564, , ,D,000112
AJ000037756,                                "MARAZA",  40.5330,   48.9330,   755.0,195610,   337, , ,D,000112
AJ000037756,                                "MARAZA",  40.5330,   48.9330,   755.0,195611,   286, , ,D,000112
AJ000037756,                                "MARAZA",  40.5330,   48.9330,   755.0,195612,   373, , ,D,000112
AJ000037756,                                "MARAZA",  40.5330,   48.9330,   755.0,195701,   317,D, ,D,000112
AJ000037756,                                "MARAZA",  40.5330,   48.9330,   755.0,195702,   117, , ,D,000112
AJ000037756,                                "MARAZA",  40.5330,   48.9330,   755.0,195703,   209, , ,D,000112
