GHCN identifier,Station_name,Latitude,Longitude,Elevation,yearmonth,Precipitation_value,Measurement_flag,Quality_control_flag,Source_flag,Source_index
AGM00060607,                              "TIMIMOUN",  29.1500,    0.1400,   284.0,191201,   160, , ,R,106741
AGM00060607,                              "TIMIMOUN",  29.1500,    0.1400,   284.0,191212,   160, , ,R,106741
AGM00060607,                              "TIMIMOUN",  29.1500,    0.1400,   284.0,191301,     0, , ,R,106741
AGM00060607,                              "TIMIMOUN",  29.1500,    0.1400,   284.0,191401,   400, , ,R,106741
AGM00060607,                              "TIMIMOUN",  29.1500,    0.1400,   284.0,191412,   400, , ,R,106741
AGM00060607,                              "TIMIMOUN",  29.1500,    0.1400,   284.0,191501,    60, , ,R,106741
AGM00060607,                              "TIMIMOUN",  29.1500,    0.1400,   284.0,191512,   460, , ,R,106741
AGM00060607,                              "TIMIMOUN",  29.1500,    0.1400,   284.0,191601,   100, , ,R,106741
AGM00060607,                              "TIMIMOUN",  29.1500,    0.1400,   284.0,191612,   100, , ,R,106741
AGM00060607,                              "TIMIMOUN",  29.1500,    0.1400,   284.0,191701,    50, , ,R,106741
AGM00060607,                              "TIMIMOUN",  29.1500,    0.1400,   284.0,191712,    40, , ,R,106741
AGM00060607,                              "TIMIMOUN",  29.1500,    0.1400,   284.0,191801,     0, , ,R,106741
AGM00060607,                              "TIMIMOUN",  29.1500,    0.1400,   284.0,191901,    40, , ,R,106741
AGM00060607,                              "TIMIMOUN",  29.1500,    0.1400,   284.0,191912,    40, , ,R,106741
AGM00060607,                              "TIMIMOUN",  29.1500,    0.1400,   284.0,192001,   140, , ,R,106741
AGM00060607,                              "TIMIMOUN",  29.1500,    0.1400,   284.0,192012,   140, , ,R,106741
AGM00060607,                              "TIMIMOUN",  29.1500,    0.1400,   284.0,192101,   150, , ,R,106741
AGM00060607,                              "TIMIMOUN",  29.1500,    0.1400,   284.0,192112,   150, , ,R,106741
AGM00060607,                              "TIMIMOUN",  29.1500,    0.1400,   284.0,192201,   300, , ,R,106741
AGM00060607,                              "TIMIMOUN",  29.1500,    0.1400,   284.0,192212,   300, , ,R,106741
AGM00060607,                              "TIMIMOUN",  29.1500,    0.1400,   284.0,192301,   750, , ,R,106741
AGM00060607,                              "TIMIMOUN",  29.1500,    0.1400,   284.0,192312,   700, , ,R,106741
AGM00060607,                              "TIMIMOUN",  29.1500,    0.1400,   284.0,192401,   120, , ,R,106741
AGM00060607,                              "TIMIMOUN",  29.1500,    0.1400,   284.0,192412,   110, , ,R,106741
AGM00060607,                              "TIMIMOUN",  29.1500,    0.1400,   284.0,192501,    80, , ,R,106741
AGM00060607,                              "TIMIMOUN",  29.1500,    0.1400,   284.0,192512,    80, , ,R,106741
AGM00060607,                              "TIMIMOUN",  29.1500,    0.1400,   284.0,192601,    20, , ,R,106741
AGM00060607,                              "TIMIMOUN",  29.1500,    0.1400,   284.0,192612,    20, , ,R,106741
AGM00060607,                              "TIMIMOUN",  29.1500,    0.1400,   284.0,192701,   120, , ,R,106741
AGM00060607,                              "TIMIMOUN",  29.1500,    0.1400,   284.0,192712,   120, , ,R,106741
AGM00060607,                              "TIMIMOUN",  29.1500,    0.1400,   284.0,192801,   200, , ,R,106741
AGM00060607,                              "TIMIMOUN",  29.1500,    0.1400,   284.0,192812,   200, , ,R,106741
AGM00060607,                              "TIMIMOUN",  29.1500,    0.1400,   284.0,192901,   110, , ,R,106741
AGM00060607,                              "TIMIMOUN",  29.1500,    0.1400,   284.0,192912,   110, , ,R,106741
AGM00060607,                              "TIMIMOUN",  29.1500,    0.1400,   284.0,193001,    30, , ,R,106741
AGM00060607,                              "TIMIMOUN",  29.1500,    0.1400,   284.0,193012,    30, , ,R,106741
AGM00060607,                              "TIMIMOUN",  29.1500,    0.1400,   284.0,193101,    10, , ,R,106741
AGM00060607,                              "TIMIMOUN",  29.1500,    0.1400,   284.0,193112,    10, , ,R,106741
AGM00060607,                              "TIMIMOUN",  29.1500,    0.1400,   284.0,193201,    30, , ,R,106741
AGM00060607,                              "TIMIMOUN",  29.1500,    0.1400,   284.0,193212,    20, , ,R,106741
